frame,track_id,class_id,class_name,is_vehicle,conf,x1,y1,x2,y2,cx,cy,w,h
486,14,3,Car,True,0.253,887.8,458.0,1134.3,676.4,1011.1,567.2,246.5,218.4
487,14,3,Car,True,0.466,886.6,458.5,1131.3,675.9,1008.9,567.2,244.7,217.3
488,14,3,Car,True,0.549,887.2,460.4,1127.8,674.4,1007.5,567.4,240.6,214.1
489,14,3,Car,True,0.577,887.7,461.0,1126.9,674.1,1007.3,567.5,239.3,213.1
490,14,3,Car,True,0.569,887.9,462.4,1124.5,673.2,1006.2,567.8,236.6,210.8
491,14,3,Car,True,0.543,889.7,464.3,1122.6,671.8,1006.1,568.1,232.9,207.5
492,14,3,Car,True,0.587,890.3,464.7,1121.2,670.6,1005.7,567.7,230.9,205.9
493,14,3,Car,True,0.623,889.5,464.9,1119.7,670.3,1004.6,567.6,230.2,205.3
494,14,3,Car,True,0.638,888.8,466.1,1117.9,670.3,1003.3,568.2,229.1,204.2
495,14,3,Car,True,0.582,889.4,466.1,1117.1,668.9,1003.2,567.5,227.8,202.8
496,14,3,Car,True,0.592,888.2,466.3,1115.9,668.9,1002.0,567.6,227.7,202.7
497,14,3,Car,True,0.52,886.7,465.8,1114.9,668.9,1000.8,567.4,228.2,203.2
498,14,3,Car,True,0.484,887.9,466.4,1113.0,666.6,1000.4,566.5,225.2,200.2
499,14,3,Car,True,0.528,887.1,466.9,1111.7,666.6,999.4,566.8,224.6,199.7
500,14,3,Car,True,0.565,884.9,467.1,1110.4,667.3,997.7,567.2,225.6,200.2
501,14,3,Car,True,0.491,881.2,465.2,1109.2,667.8,995.2,566.5,228.0,202.6
502,14,3,Car,True,0.526,880.5,465.3,1107.9,667.6,994.2,566.4,227.4,202.3
503,14,3,Car,True,0.542,880.9,466.2,1107.3,667.7,994.1,566.9,226.4,201.4
504,14,3,Car,True,0.497,881.9,468.0,1105.4,666.4,993.6,567.2,223.5,198.4
505,14,3,Car,True,0.584,878.8,468.5,1104.0,668.0,991.4,568.3,225.2,199.5
506,14,3,Car,True,0.605,876.9,467.7,1103.4,668.0,990.1,567.8,226.5,200.4
507,14,3,Car,True,0.502,875.2,466.5,1103.0,668.1,989.1,567.3,227.8,201.6
508,14,3,Car,True,0.396,873.9,464.5,1102.9,667.6,988.4,566.1,229.0,203.1
509,14,3,Car,True,0.34,875.5,466.2,1101.9,667.0,988.7,566.6,226.4,200.8
510,14,3,Car,True,0.514,877.1,468.3,1099.1,665.7,988.1,567.0,222.0,197.4
511,14,3,Car,True,0.542,876.7,467.9,1098.6,665.7,987.7,566.8,221.8,197.8
512,14,3,Car,True,0.586,877.6,468.1,1097.9,664.7,987.8,566.4,220.3,196.6
513,14,3,Car,True,0.603,878.1,467.5,1098.1,663.9,988.1,565.7,220.0,196.4
514,14,3,Car,True,0.596,877.6,466.4,1098.3,663.7,988.0,565.0,220.7,197.3
515,14,3,Car,True,0.553,877.4,466.6,1097.9,663.7,987.6,565.1,220.5,197.1
516,14,3,Car,True,0.471,875.5,464.9,1100.8,666.1,988.2,565.5,225.4,201.2
517,14,3,Car,True,0.462,875.9,464.7,1102.8,666.9,989.4,565.8,226.9,202.2
518,14,3,Car,True,0.394,877.2,467.6,1101.4,666.6,989.3,567.1,224.2,199.0
519,14,3,Car,True,0.517,877.3,467.1,1103.5,667.3,990.4,567.2,226.2,200.2
520,14,3,Car,True,0.475,877.8,468.6,1104.3,668.4,991.1,568.5,226.5,199.8
521,14,3,Car,True,0.654,879.1,468.8,1104.2,667.0,991.7,567.9,225.2,198.2
522,14,3,Car,True,0.584,878.6,465.7,1108.4,667.4,993.5,566.6,229.8,201.7
523,14,3,Car,True,0.629,877.9,463.0,1112.6,669.1,995.2,566.1,234.7,206.1
524,14,3,Car,True,0.406,880.4,460.1,1115.8,666.7,998.1,563.4,235.3,206.6
525,14,3,Car,True,0.707,880.6,457.2,1118.6,666.2,999.6,561.7,238.0,209.0
526,14,3,Car,True,0.658,879.6,454.7,1119.8,665.7,999.7,560.2,240.2,211.0
527,14,3,Car,True,0.515,881.6,454.9,1120.3,664.1,1000.9,559.5,238.7,209.2
528,14,3,Car,True,0.696,880.9,453.2,1122.7,665.4,1001.8,559.3,241.8,212.2
529,14,3,Car,True,0.692,880.9,452.3,1122.5,664.0,1001.7,558.2,241.6,211.7
530,14,3,Car,True,0.713,882.7,451.0,1122.5,660.9,1002.6,556.0,239.8,209.9
531,14,3,Car,True,0.677,884.1,451.5,1124.0,661.5,1004.0,556.5,239.9,209.9
532,14,3,Car,True,0.698,883.7,450.8,1127.8,664.5,1005.8,557.7,244.1,213.8
533,14,3,Car,True,0.536,887.0,450.0,1130.3,662.9,1008.6,556.5,243.2,212.9
534,14,3,Car,True,0.515,889.3,450.4,1132.4,663.3,1010.9,556.8,243.1,212.8
535,14,3,Car,True,0.582,890.6,450.8,1134.3,664.0,1012.5,557.4,243.7,213.3
536,14,3,Car,True,0.573,892.9,450.6,1135.6,662.6,1014.3,556.6,242.7,212.1
537,14,3,Car,True,0.274,895.1,450.4,1138.3,662.4,1016.7,556.4,243.2,212.0
538,14,3,Car,True,0.307,896.4,449.5,1140.8,662.1,1018.6,555.8,244.4,212.6
539,14,3,Car,True,0.473,897.3,449.2,1144.1,663.4,1020.7,556.3,246.7,214.2
540,14,3,Car,True,0.515,897.6,448.2,1147.1,664.6,1022.3,556.4,249.5,216.4
541,14,3,Car,True,0.482,898.6,448.3,1148.5,664.6,1023.6,556.5,249.9,216.4
543,14,3,Car,True,0.285,900.9,447.2,1154.3,666.2,1027.6,556.7,253.4,219.0
544,14,3,Car,True,0.308,901.8,446.8,1157.1,667.0,1029.5,556.9,255.4,220.2
545,14,3,Car,True,0.563,904.3,447.5,1160.0,666.8,1032.2,557.2,255.7,219.4
546,14,3,Car,True,0.593,904.6,445.0,1165.9,668.3,1035.2,556.7,261.4,223.3
547,14,3,Car,True,0.576,904.5,444.3,1168.9,669.1,1036.7,556.7,264.4,224.8
548,14,3,Car,True,0.68,903.4,442.5,1172.0,670.1,1037.7,556.3,268.6,227.6
549,14,3,Car,True,0.568,903.6,442.2,1173.4,670.0,1038.5,556.1,269.8,227.7
550,14,3,Car,True,0.616,903.4,441.1,1174.6,669.4,1039.0,555.2,271.3,228.3
551,14,3,Car,True,0.424,902.6,440.3,1176.9,670.8,1039.7,555.5,274.3,230.5
552,14,3,Car,True,0.525,901.7,439.2,1179.3,672.4,1040.5,555.8,277.6,233.3
554,14,3,Car,True,0.501,900.5,439.3,1182.3,676.4,1041.4,557.9,281.8,237.1
555,14,3,Car,True,0.521,900.4,437.7,1186.3,678.9,1043.3,558.3,286.0,241.2
556,14,3,Car,True,0.268,901.9,437.5,1189.0,680.2,1045.4,558.9,287.2,242.7
558,14,3,Car,True,0.575,904.0,436.5,1192.8,680.8,1048.4,558.7,288.8,244.4
559,14,3,Car,True,0.475,901.4,434.1,1191.4,680.0,1046.4,557.1,289.9,246.0
560,14,3,Car,True,0.422,902.1,432.8,1194.3,681.2,1048.2,557.0,292.2,248.3
561,14,3,Car,True,0.416,903.0,431.9,1199.2,683.9,1051.1,557.9,296.2,252.0
562,14,3,Car,True,0.442,904.2,431.5,1201.2,684.8,1052.7,558.2,296.9,253.3
563,14,3,Car,True,0.414,905.7,429.0,1204.7,684.3,1055.2,556.6,299.0,255.2
564,14,3,Car,True,0.253,907.3,429.1,1206.8,684.8,1057.0,557.0,299.5,255.7
565,14,3,Car,True,0.41,908.1,429.6,1208.7,686.0,1058.4,557.8,300.6,256.4
566,14,3,Car,True,0.392,909.5,430.8,1211.7,687.9,1060.6,559.4,302.2,257.1
567,14,3,Car,True,0.348,910.6,433.0,1213.4,689.7,1062.0,561.3,302.8,256.7
568,14,3,Car,True,0.424,910.1,431.7,1216.3,690.5,1063.2,561.1,306.2,258.9
569,14,3,Car,True,0.375,909.7,430.7,1218.4,691.1,1064.0,560.9,308.6,260.4
570,14,3,Car,True,0.406,910.7,429.8,1221.0,691.7,1065.8,560.8,310.2,261.8
571,14,3,Car,True,0.438,911.8,428.7,1223.2,691.6,1067.5,560.1,311.4,262.9
572,14,3,Car,True,0.515,911.8,426.8,1225.4,691.8,1068.6,559.3,313.6,265.0
573,14,3,Car,True,0.415,911.4,426.0,1227.1,692.9,1069.2,559.5,315.7,267.0
574,14,3,Car,True,0.493,911.6,426.7,1227.9,694.1,1069.8,560.4,316.3,267.4
575,14,3,Car,True,0.522,911.2,426.3,1229.5,695.6,1070.3,561.0,318.4,269.3
576,14,3,Car,True,0.59,910.7,426.2,1230.3,696.7,1070.5,561.4,319.6,270.5
577,14,3,Car,True,0.547,910.5,422.0,1235.0,697.8,1072.7,559.9,324.5,275.8
578,14,3,Car,True,0.536,912.5,423.2,1236.0,698.6,1074.3,560.9,323.4,275.4
579,14,3,Car,True,0.45,913.9,424.9,1236.6,700.1,1075.3,562.5,322.8,275.2
580,14,3,Car,True,0.353,913.6,423.3,1238.6,700.6,1076.1,562.0,325.0,277.4
581,14,3,Car,True,0.398,913.5,423.2,1238.2,700.6,1075.8,561.9,324.7,277.4
582,14,3,Car,True,0.414,913.0,423.1,1238.6,701.5,1075.8,562.3,325.6,278.4
583,14,3,Car,True,0.459,913.6,422.7,1240.7,701.9,1077.1,562.3,327.1,279.1
584,14,3,Car,True,0.479,915.4,427.7,1238.1,701.9,1076.7,564.8,322.8,274.2
585,14,3,Car,True,0.554,917.5,431.6,1237.2,701.8,1077.4,566.7,319.6,270.2
586,14,3,Car,True,0.53,917.4,432.3,1237.6,702.1,1077.5,567.2,320.2,269.8
587,14,3,Car,True,0.483,917.5,430.6,1241.0,703.3,1079.2,567.0,323.5,272.7
588,14,3,Car,True,0.535,919.4,431.0,1242.9,703.6,1081.2,567.3,323.5,272.5
589,14,3,Car,True,0.586,922.8,432.6,1244.4,702.4,1083.6,567.5,321.6,269.8
590,14,3,Car,True,0.622,921.7,430.2,1246.4,702.1,1084.0,566.1,324.7,271.9
591,14,3,Car,True,0.566,921.6,430.3,1247.0,702.1,1084.3,566.2,325.5,271.8
592,14,3,Car,True,0.504,921.6,431.0,1246.7,701.6,1084.2,566.3,325.1,270.7
593,14,3,Car,True,0.44,919.2,428.4,1249.8,704.0,1084.5,566.2,330.6,275.5
594,14,3,Car,True,0.38,917.8,427.0,1251.2,705.2,1084.5,566.1,333.4,278.2
595,14,3,Car,True,0.371,917.4,425.1,1250.9,702.7,1084.2,563.9,333.5,277.6
596,14,3,Car,True,0.42,916.5,423.0,1252.3,702.2,1084.4,562.6,335.9,279.2
597,14,3,Car,True,0.395,916.0,421.6,1253.7,702.1,1084.8,561.8,337.7,280.5
598,14,3,Car,True,0.363,915.5,420.1,1254.5,701.4,1085.0,560.8,338.9,281.3
599,14,3,Car,True,0.413,915.8,419.8,1255.8,701.6,1085.8,560.7,340.0,281.8
600,14,3,Car,True,0.428,916.8,420.9,1255.2,700.8,1086.0,560.9,338.3,279.9
601,14,3,Car,True,0.423,917.9,422.2,1255.3,700.6,1086.6,561.4,337.4,278.4
602,14,3,Car,True,0.418,918.5,422.8,1256.3,700.8,1087.4,561.8,337.8,278.0
603,14,3,Car,True,0.344,919.0,423.9,1256.9,701.2,1087.9,562.6,337.9,277.3
604,14,3,Car,True,0.335,919.2,424.4,1257.4,701.3,1088.3,562.9,338.2,276.9
605,14,3,Car,True,0.362,918.6,424.0,1258.2,701.5,1088.4,562.8,339.6,277.5
606,14,3,Car,True,0.363,918.3,423.9,1258.5,701.4,1088.4,562.7,340.2,277.5
607,14,3,Car,True,0.407,918.2,423.8,1258.7,701.0,1088.5,562.4,340.5,277.2
608,14,3,Car,True,0.414,917.9,423.5,1258.9,700.7,1088.4,562.1,341.0,277.2
609,14,3,Car,True,0.344,918.4,425.1,1259.1,701.6,1088.8,563.3,340.7,276.5
610,14,3,Car,True,0.255,919.3,426.3,1258.9,701.3,1089.1,563.8,339.6,275.0
611,14,3,Car,True,0.262,918.8,426.1,1259.1,701.2,1088.9,563.6,340.3,275.1
612,14,3,Car,True,0.293,918.2,425.6,1259.4,701.2,1088.8,563.4,341.2,275.6
613,14,3,Car,True,0.264,918.6,426.8,1259.0,701.3,1088.8,564.0,340.4,274.5
614,14,3,Car,True,0.296,918.0,426.1,1259.7,701.5,1088.8,563.8,341.7,275.4
615,14,3,Car,True,0.36,916.3,424.6,1260.2,701.7,1088.2,563.1,343.8,277.1
616,14,3,Car,True,0.387,917.1,426.0,1258.9,701.0,1088.0,563.5,341.8,275.0
617,14,3,Car,True,0.355,916.7,425.7,1258.8,700.6,1087.8,563.1,342.1,275.0
618,14,3,Car,True,0.299,916.8,426.3,1258.2,700.3,1087.5,563.3,341.4,274.0
619,14,3,Car,True,0.318,916.8,426.7,1258.4,700.6,1087.6,563.7,341.6,273.8
620,14,3,Car,True,0.309,916.7,426.3,1259.5,701.0,1088.1,563.6,342.8,274.7
621,14,3,Car,True,0.326,917.4,426.1,1259.6,700.3,1088.5,563.2,342.2,274.2
622,14,3,Car,True,0.32,917.5,426.1,1259.7,700.2,1088.6,563.1,342.3,274.2
623,14,3,Car,True,0.36,917.3,425.9,1259.9,700.4,1088.6,563.1,342.7,274.5
624,14,3,Car,True,0.428,917.4,425.5,1259.8,699.7,1088.6,562.6,342.4,274.3
625,14,3,Car,True,0.388,917.2,425.6,1259.3,699.6,1088.3,562.6,342.1,274.0
626,14,3,Car,True,0.374,916.9,425.7,1259.2,699.9,1088.1,562.8,342.3,274.1
627,14,3,Car,True,0.313,917.3,426.4,1258.6,699.6,1087.9,563.0,341.3,273.2
628,14,3,Car,True,0.299,917.4,427.1,1258.1,699.6,1087.7,563.3,340.7,272.5
629,14,3,Car,True,0.276,918.5,428.2,1257.4,699.0,1088.0,563.6,338.9,270.7
630,14,3,Car,True,0.29,919.2,429.0,1257.4,698.8,1088.3,563.9,338.2,269.9
631,14,3,Car,True,0.279,920.0,429.9,1257.3,698.7,1088.6,564.3,337.2,268.7
632,14,3,Car,True,0.307,919.6,429.8,1257.8,699.1,1088.7,564.5,338.2,269.2
633,14,3,Car,True,0.335,918.4,428.7,1258.7,699.7,1088.5,564.2,340.3,270.9
634,14,3,Car,True,0.358,917.2,427.4,1259.5,700.0,1088.4,563.7,342.3,272.6
635,14,3,Car,True,0.398,916.3,426.3,1260.0,700.3,1088.2,563.3,343.8,274.0
636,14,3,Car,True,0.361,916.4,426.8,1259.8,700.5,1088.1,563.7,343.3,273.7
637,14,3,Car,True,0.393,917.0,427.6,1259.1,700.4,1088.1,564.0,342.2,272.7
638,14,3,Car,True,0.369,917.7,428.8,1258.5,700.3,1088.1,564.5,340.8,271.5
639,14,3,Car,True,0.376,917.9,429.4,1258.4,700.5,1088.1,565.0,340.6,271.2
640,14,3,Car,True,0.343,919.1,429.6,1257.9,699.0,1088.5,564.3,338.7,269.4
641,14,3,Car,True,0.437,918.0,428.9,1258.2,699.5,1088.1,564.2,340.2,270.7
642,14,3,Car,True,0.322,917.9,429.4,1257.7,699.7,1087.8,564.6,339.8,270.2
643,14,3,Car,True,0.292,918.2,429.5,1256.9,698.7,1087.6,564.1,338.7,269.1
644,14,3,Car,True,0.345,917.8,429.6,1257.3,699.2,1087.6,564.4,339.6,269.6
645,14,3,Car,True,0.365,917.3,429.2,1257.7,699.4,1087.5,564.3,340.5,270.2
646,14,3,Car,True,0.341,917.3,429.5,1257.7,699.4,1087.5,564.5,340.4,269.9
647,14,3,Car,True,0.351,917.2,429.7,1257.7,699.5,1087.5,564.6,340.5,269.8
648,14,3,Car,True,0.362,917.2,429.9,1257.9,699.7,1087.6,564.8,340.6,269.8
649,14,3,Car,True,0.369,917.3,430.0,1258.0,699.6,1087.7,564.8,340.7,269.7
650,14,3,Car,True,0.364,917.4,430.3,1258.3,700.0,1087.9,565.2,340.9,269.7
651,14,3,Car,True,0.341,917.3,430.8,1258.5,700.7,1087.9,565.7,341.2,269.9
652,14,3,Car,True,0.34,917.4,431.1,1258.4,700.7,1087.9,565.9,341.0,269.6
653,14,3,Car,True,0.308,917.5,431.6,1258.4,700.9,1087.9,566.2,340.8,269.3
654,14,3,Car,True,0.3,918.1,432.1,1258.2,700.7,1088.1,566.4,340.1,268.6
655,14,3,Car,True,0.344,918.4,432.4,1258.4,700.7,1088.4,566.5,340.0,268.4
656,14,3,Car,True,0.407,918.4,432.9,1259.0,701.8,1088.7,567.4,340.6,268.9
657,14,3,Car,True,0.35,917.6,432.7,1259.9,703.3,1088.8,568.0,342.3,270.5
658,14,3,Car,True,0.257,917.1,432.4,1260.4,704.0,1088.8,568.2,343.3,271.7
659,14,3,Car,True,0.276,917.0,432.5,1260.3,704.4,1088.6,568.4,343.4,271.9
660,14,3,Car,True,0.254,916.8,433.0,1260.0,705.0,1088.4,569.0,343.2,272.0
661,14,3,Car,True,0.284,916.3,433.5,1259.8,705.9,1088.1,569.7,343.6,272.4
662,14,3,Car,True,0.283,915.7,433.8,1260.0,706.9,1087.9,570.4,344.3,273.1
663,14,3,Car,True,0.316,914.5,433.7,1259.9,707.8,1087.2,570.8,345.5,274.1
664,14,3,Car,True,0.324,914.1,433.7,1260.1,708.4,1087.1,571.0,346.0,274.7
665,14,3,Car,True,0.331,913.6,433.5,1260.1,708.7,1086.8,571.1,346.6,275.2
666,14,3,Car,True,0.335,913.0,433.6,1260.1,709.3,1086.5,571.4,347.1,275.7
667,14,3,Car,True,0.353,912.2,433.2,1260.0,709.5,1086.1,571.3,347.8,276.4
668,14,3,Car,True,0.373,911.9,432.9,1260.4,710.1,1086.1,571.5,348.5,277.1
669,14,3,Car,True,0.414,911.6,432.5,1260.6,710.2,1086.1,571.4,349.0,277.7
670,14,3,Car,True,0.383,911.6,432.5,1260.2,710.0,1085.9,571.3,348.5,277.4
671,14,3,Car,True,0.372,912.0,432.7,1259.8,709.6,1085.9,571.1,347.7,276.9
672,14,3,Car,True,0.402,914.2,433.6,1257.9,707.0,1086.1,570.3,343.7,273.3
673,14,3,Car,True,0.314,916.5,434.7,1255.4,703.5,1086.0,569.1,338.9,268.8
677,14,3,Car,True,0.279,918.3,437.2,1252.6,700.9,1085.5,569.1,334.3,263.8
678,14,3,Car,True,0.295,917.9,437.3,1253.3,700.9,1085.6,569.1,335.4,263.6
680,14,3,Car,True,0.264,916.0,437.2,1253.2,700.9,1084.6,569.0,337.2,263.7
681,14,3,Car,True,0.329,914.7,435.3,1254.8,700.6,1084.8,567.9,340.1,265.3
682,14,3,Car,True,0.366,914.1,434.2,1255.6,700.1,1084.8,567.2,341.6,265.9
683,14,3,Car,True,0.353,913.6,432.8,1256.8,699.7,1085.2,566.3,343.1,266.9
684,14,3,Car,True,0.329,913.9,431.8,1257.8,699.2,1085.8,565.5,343.9,267.4
685,14,3,Car,True,0.254,914.6,431.0,1258.2,698.3,1086.4,564.7,343.6,267.3
690,14,3,Car,True,0.331,915.2,431.3,1259.9,699.8,1087.6,565.5,344.6,268.5
691,14,3,Car,True,0.301,915.8,431.9,1259.7,700.0,1087.8,565.9,343.9,268.1
692,14,3,Car,True,0.339,915.6,431.7,1260.0,700.5,1087.8,566.1,344.4,268.8
693,14,3,Car,True,0.309,915.3,431.5,1260.2,700.8,1087.7,566.1,344.8,269.3
694,14,3,Car,True,0.297,915.5,431.9,1259.8,700.9,1087.7,566.4,344.3,269.0
695,14,3,Car,True,0.316,915.5,432.2,1259.6,701.0,1087.6,566.6,344.0,268.8
696,14,3,Car,True,0.353,915.4,432.3,1259.4,701.2,1087.4,566.7,344.0,268.8
697,14,3,Car,True,0.364,915.7,432.3,1259.1,700.7,1087.4,566.5,343.5,268.4
698,14,3,Car,True,0.413,915.5,432.1,1258.9,700.5,1087.2,566.3,343.4,268.4
699,14,3,Car,True,0.385,915.2,431.9,1258.4,700.1,1086.8,566.0,343.2,268.2
700,14,3,Car,True,0.265,915.7,432.4,1257.4,699.4,1086.6,565.9,341.8,267.0
701,14,3,Car,True,0.304,915.2,432.1,1257.0,699.2,1086.1,565.6,341.8,267.1
702,14,3,Car,True,0.272,914.9,431.9,1256.2,698.7,1085.6,565.3,341.3,266.9
703,14,3,Car,True,0.297,915.8,432.0,1255.9,698.1,1085.8,565.1,340.1,266.1
704,14,3,Car,True,0.274,916.1,432.0,1255.5,697.8,1085.8,564.9,339.4,265.8
721,14,3,Car,True,0.257,913.4,437.2,1244.2,697.2,1078.8,567.2,330.9,260.0
722,14,3,Car,True,0.312,912.7,436.6,1243.8,698.0,1078.3,567.3,331.1,261.3
728,14,0,Auto-Rickshaw,True,0.29,904.9,432.1,1240.6,700.3,1072.8,566.2,335.7,268.2
729,14,3,Car,True,0.257,904.1,429.9,1238.5,699.5,1071.3,564.7,334.5,269.6
737,14,3,Car,True,0.281,906.9,431.1,1237.1,699.1,1072.0,565.1,330.2,268.0
738,14,3,Car,True,0.333,908.5,432.6,1235.6,699.4,1072.1,566.0,327.0,266.8
739,14,3,Car,True,0.374,909.8,433.9,1234.8,700.0,1072.3,567.0,325.0,266.1
740,14,0,Auto-Rickshaw,True,0.27,910.5,434.1,1233.6,699.5,1072.1,566.8,323.1,265.4
743,14,3,Car,True,0.293,907.1,430.0,1229.5,696.4,1068.3,563.2,322.5,266.4
744,14,3,Car,True,0.339,907.5,434.1,1226.5,698.4,1067.0,566.3,318.9,264.3
745,14,3,Car,True,0.377,908.8,436.3,1223.6,697.3,1066.2,566.8,314.8,261.0
746,14,3,Car,True,0.354,908.5,433.2,1223.2,694.4,1065.9,563.8,314.7,261.2
747,14,3,Car,True,0.485,909.6,437.4,1220.6,695.3,1065.1,566.4,311.0,257.9
748,14,3,Car,True,0.437,909.3,439.3,1219.5,696.3,1064.4,567.8,310.2,257.0
749,14,3,Car,True,0.45,908.2,439.2,1218.7,696.5,1063.5,567.8,310.4,257.3
749,19,3,Car,True,0.506,1491.9,394.4,1770.8,558.6,1631.3,476.5,278.9,164.2
750,14,3,Car,True,0.407,907.1,434.7,1218.5,693.2,1062.8,563.9,311.5,258.5
750,19,3,Car,True,0.474,1500.9,390.6,1789.1,560.2,1645.0,475.4,288.2,169.6
751,14,3,Car,True,0.51,907.7,433.5,1218.5,691.8,1063.1,562.7,310.8,258.3
751,19,3,Car,True,0.328,1521.3,394.3,1802.4,559.5,1661.8,476.9,281.1,165.3
752,14,3,Car,True,0.453,908.1,432.7,1217.5,690.2,1062.8,561.5,309.4,257.5
752,19,3,Car,True,0.473,1532.4,394.3,1817.6,561.9,1675.0,478.1,285.2,167.6
753,14,3,Car,True,0.471,908.6,434.6,1214.5,689.0,1061.5,561.8,305.9,254.4
754,14,3,Car,True,0.416,907.7,436.2,1211.8,689.0,1059.8,562.6,304.1,252.9
755,14,3,Car,True,0.364,907.1,437.0,1209.1,688.0,1058.1,562.5,302.0,251.0
756,14,3,Car,True,0.423,903.8,434.5,1208.2,687.9,1056.0,561.2,304.4,253.4
757,14,3,Car,True,0.318,904.1,435.2,1206.0,686.7,1055.1,560.9,302.0,251.5
758,14,3,Car,True,0.279,903.5,437.1,1203.6,687.1,1053.5,562.1,300.1,250.0
759,14,3,Car,True,0.258,902.5,437.1,1202.5,687.4,1052.5,562.2,300.0,250.3
760,14,3,Car,True,0.311,903.0,439.6,1201.4,689.0,1052.2,564.3,298.4,249.4
762,14,3,Car,True,0.29,902.6,442.2,1195.1,687.3,1048.8,564.8,292.5,245.0
765,14,3,Car,True,0.252,900.1,445.1,1189.8,688.7,1045.0,566.9,289.7,243.7
766,14,3,Car,True,0.362,898.3,445.7,1186.2,688.9,1042.2,567.3,287.8,243.2
771,14,0,Auto-Rickshaw,True,0.325,903.7,450.1,1175.9,680.1,1039.8,565.1,272.2,230.0
774,14,0,Auto-Rickshaw,True,0.332,903.6,451.6,1171.5,678.2,1037.5,564.9,268.0,226.6
775,14,0,Auto-Rickshaw,True,0.3,902.5,451.4,1171.8,679.7,1037.1,565.6,269.3,228.3
776,20,3,Car,True,0.403,692.1,483.0,816.5,602.6,754.3,542.8,124.4,119.5
777,20,3,Car,True,0.358,691.4,483.2,816.3,603.4,753.9,543.3,124.9,120.2
778,20,3,Car,True,0.309,691.5,483.3,816.4,603.6,754.0,543.5,124.9,120.4
778,14,3,Car,True,0.285,898.4,450.8,1168.2,680.3,1033.3,565.5,269.8,229.5
779,20,3,Car,True,0.305,691.8,483.6,815.5,603.0,753.7,543.3,123.7,119.4
780,20,3,Car,True,0.254,691.2,484.0,812.9,601.7,752.1,542.9,121.7,117.7
781,20,3,Car,True,0.287,690.0,483.9,811.8,602.1,750.9,543.0,121.8,118.1
782,20,3,Car,True,0.286,689.3,484.8,809.2,601.3,749.3,543.0,119.8,116.5
783,20,3,Car,True,0.383,688.7,484.6,807.5,600.5,748.1,542.5,118.9,115.8
784,20,3,Car,True,0.478,687.5,485.1,805.9,600.5,746.7,542.8,118.3,115.4
785,20,3,Car,True,0.422,686.5,485.6,805.5,602.0,746.0,543.8,119.0,116.4
798,20,3,Car,True,0.394,676.2,481.6,800.7,605.0,738.5,543.3,124.4,123.3
799,20,3,Car,True,0.438,676.2,481.5,800.4,605.9,738.3,543.7,124.2,124.5
800,20,3,Car,True,0.421,677.4,481.9,797.9,603.9,737.6,542.9,120.5,122.1
801,14,3,Car,True,0.345,890.6,455.9,1139.9,671.4,1015.2,563.6,249.4,215.6
802,20,3,Car,True,0.316,677.1,482.9,796.8,604.4,737.0,543.7,119.7,121.4
803,20,3,Car,True,0.317,677.5,483.0,797.5,605.3,737.5,544.2,120.1,122.3
804,20,3,Car,True,0.377,676.9,481.5,797.3,605.0,737.1,543.3,120.5,123.5
804,14,3,Car,True,0.361,883.0,452.0,1134.5,669.1,1008.7,560.6,251.5,217.1
805,20,3,Car,True,0.354,676.7,480.6,797.3,605.0,737.0,542.8,120.7,124.4
805,14,3,Car,True,0.396,879.4,449.7,1135.0,670.3,1007.2,560.0,255.6,220.6
806,20,3,Car,True,0.451,676.3,480.5,796.9,605.0,736.6,542.7,120.6,124.5
806,14,3,Car,True,0.305,880.9,451.2,1134.6,669.5,1007.8,560.4,253.7,218.3
807,20,3,Car,True,0.383,675.8,480.6,796.0,604.9,735.9,542.8,120.2,124.3
808,20,3,Car,True,0.492,676.2,481.6,796.4,605.6,736.3,543.6,120.2,124.0
809,20,3,Car,True,0.524,676.0,481.4,796.2,605.1,736.1,543.3,120.2,123.7
810,20,3,Car,True,0.353,677.5,480.7,796.7,603.6,737.1,542.2,119.2,122.8
812,20,3,Car,True,0.376,677.6,480.6,796.3,602.8,736.9,541.7,118.7,122.2
813,20,3,Car,True,0.409,677.9,480.7,795.9,602.0,736.9,541.4,118.0,121.3
814,20,3,Car,True,0.41,678.3,480.8,796.0,601.7,737.1,541.3,117.7,121.0
815,20,3,Car,True,0.384,679.6,481.1,796.5,601.4,738.1,541.3,116.9,120.3
815,14,3,Car,True,0.359,873.6,419.1,1158.5,670.7,1016.0,544.9,284.9,251.7
816,20,3,Car,True,0.309,683.5,483.0,798.2,600.6,740.8,541.8,114.7,117.6
816,14,3,Car,True,0.382,887.7,436.4,1150.3,667.7,1019.0,552.0,262.6,231.4
818,14,3,Car,True,0.361,894.1,444.6,1150.3,670.4,1022.2,557.5,256.2,225.8
819,14,3,Car,True,0.495,895.9,448.0,1149.6,671.1,1022.8,559.5,253.6,223.1
820,14,3,Car,True,0.408,897.6,449.4,1151.7,672.8,1024.7,561.1,254.1,223.4
821,14,3,Car,True,0.485,885.8,418.0,1169.2,672.7,1027.5,545.4,283.4,254.7
822,14,3,Car,True,0.404,872.1,386.3,1182.5,673.3,1027.3,529.8,310.4,287.0
823,14,3,Car,True,0.437,866.9,369.9,1188.6,675.1,1027.8,522.5,321.7,305.3
824,14,3,Car,True,0.394,874.5,370.1,1190.2,675.1,1032.4,522.6,315.6,304.9
